Sample name	Superpop. code	Suffix	Sex	Superpop.	Subpop.	Subpop. Code
GM18939	EAS	18939	female	East Asian Ancestry	Japanese	JPT
GM18941	EAS	18941	female	East Asian Ancestry	Japanese	JPT
GM18942	EAS	18942	female	East Asian Ancestry	Japanese	JPT
GM18943	EAS	18943	male	East Asian Ancestry	Japanese	JPT
GM18944	EAS	18944	male	East Asian Ancestry	Japanese	JPT
GM18945	EAS	18945	male	East Asian Ancestry	Japanese	JPT
GM18946	EAS	18946	female	East Asian Ancestry	Japanese	JPT
GM18947	EAS	18947	female	East Asian Ancestry	Japanese	JPT
GM18948	EAS	18948	male	East Asian Ancestry	Japanese	JPT
GM18949	EAS	18949	female	East Asian Ancestry	Japanese	JPT
GM18950	EAS	18950	female	East Asian Ancestry	Japanese	JPT
GM18951	EAS	18951	female	East Asian Ancestry	Japanese	JPT
GM18952	EAS	18952	male	East Asian Ancestry	Japanese	JPT
GM18953	EAS	18953	male	East Asian Ancestry	Japanese	JPT
GM18954	EAS	18954	female	East Asian Ancestry	Japanese	JPT
GM18956	EAS	18956	female	East Asian Ancestry	Japanese	JPT
GM18957	EAS	18957	female	East Asian Ancestry	Japanese	JPT
GM18959	EAS	18959	male	East Asian Ancestry	Japanese	JPT
GM18960	EAS	18960	male	East Asian Ancestry	Japanese	JPT
GM18961	EAS	18961	male	East Asian Ancestry	Japanese	JPT
GM18962	EAS	18962	male	East Asian Ancestry	Japanese	JPT
GM18963	EAS	18963	female	East Asian Ancestry	Japanese	JPT
GM18964	EAS	18964	female	East Asian Ancestry	Japanese	JPT
GM18965	EAS	18965	male	East Asian Ancestry	Japanese	JPT
GM18966	EAS	18966	male	East Asian Ancestry	Japanese	JPT
GM18967	EAS	18967	male	East Asian Ancestry	Japanese	JPT
GM18968	EAS	18968	female	East Asian Ancestry	Japanese	JPT
GM18969	EAS	18969	female	East Asian Ancestry	Japanese	JPT
GM18970	EAS	18970	male	East Asian Ancestry	Japanese	JPT
GM18971	EAS	18971	male	East Asian Ancestry	Japanese	JPT
GM18972	EAS	18972	female	East Asian Ancestry	Japanese	JPT
GM18973	EAS	18973	female	East Asian Ancestry	Japanese	JPT
GM18974	EAS	18974	male	East Asian Ancestry	Japanese	JPT
GM18975	EAS	18975	female	East Asian Ancestry	Japanese	JPT
GM18976	EAS	18976	female	East Asian Ancestry	Japanese	JPT
GM18977	EAS	18977	male	East Asian Ancestry	Japanese	JPT
GM18978	EAS	18978	female	East Asian Ancestry	Japanese	JPT
GM18979	EAS	18979	female	East Asian Ancestry	Japanese	JPT
GM18980	EAS	18980	female	East Asian Ancestry	Japanese	JPT
GM18981	EAS	18981	female	East Asian Ancestry	Japanese	JPT
GM18982	EAS	18982	male	East Asian Ancestry	Japanese	JPT
GM18983	EAS	18983	male	East Asian Ancestry	Japanese	JPT
GM18984	EAS	18984	male	East Asian Ancestry	Japanese	JPT
GM18985	EAS	18985	male	East Asian Ancestry	Japanese	JPT
GM18986	EAS	18986	male	East Asian Ancestry	Japanese	JPT
GM18987	EAS	18987	female	East Asian Ancestry	Japanese	JPT
GM18988	EAS	18988	male	East Asian Ancestry	Japanese	JPT
GM18989	EAS	18989	male	East Asian Ancestry	Japanese	JPT
GM18990	EAS	18990	male	East Asian Ancestry	Japanese	JPT
GM18991	EAS	18991	female	East Asian Ancestry	Japanese	JPT
GM18992	EAS	18992	female	East Asian Ancestry	Japanese	JPT
GM18993	EAS	18993	female	East Asian Ancestry	Japanese	JPT
GM18994	EAS	18994	male	East Asian Ancestry	Japanese	JPT
GM18995	EAS	18995	male	East Asian Ancestry	Japanese	JPT
GM18997	EAS	18997	female	East Asian Ancestry	Japanese	JPT
GM18998	EAS	18998	female	East Asian Ancestry	Japanese	JPT
GM18999	EAS	18999	female	East Asian Ancestry	Japanese	JPT
GM19000	EAS	19000	male	East Asian Ancestry	Japanese	JPT
GM19001	EAS	19001	female	East Asian Ancestry	Japanese	JPT
GM19002	EAS	19002	female	East Asian Ancestry	Japanese	JPT
GM19003	EAS	19003	female	East Asian Ancestry	Japanese	JPT
GM19004	EAS	19004	male	East Asian Ancestry	Japanese	JPT
GM19005	EAS	19005	male	East Asian Ancestry	Japanese	JPT
GM19006	EAS	19006	male	East Asian Ancestry	Japanese	JPT
GM19007	EAS	19007	male	East Asian Ancestry	Japanese	JPT
GM19009	EAS	19009	male	East Asian Ancestry	Japanese	JPT
GM19010	EAS	19010	female	East Asian Ancestry	Japanese	JPT
GM19011	EAS	19011	female	East Asian Ancestry	Japanese	JPT
GM19012	EAS	19012	male	East Asian Ancestry	Japanese	JPT
GM19054	EAS	19054	female	East Asian Ancestry	Japanese	JPT
GM19055	EAS	19055	male	East Asian Ancestry	Japanese	JPT
GM19056	EAS	19056	male	East Asian Ancestry	Japanese	JPT
GM19057	EAS	19057	female	East Asian Ancestry	Japanese	JPT
GM19058	EAS	19058	male	East Asian Ancestry	Japanese	JPT
GM19059	EAS	19059	female	East Asian Ancestry	Japanese	JPT
GM19060	EAS	19060	male	East Asian Ancestry	Japanese	JPT
GM19062	EAS	19062	male	East Asian Ancestry	Japanese	JPT
GM19063	EAS	19063	male	East Asian Ancestry	Japanese	JPT
GM19064	EAS	19064	female	East Asian Ancestry	Japanese	JPT
GM19065	EAS	19065	female	East Asian Ancestry	Japanese	JPT
GM19066	EAS	19066	male	East Asian Ancestry	Japanese	JPT
GM19067	EAS	19067	male	East Asian Ancestry	Japanese	JPT
GM19068	EAS	19068	male	East Asian Ancestry	Japanese	JPT
GM19070	EAS	19070	male	East Asian Ancestry	Japanese	JPT
GM19072	EAS	19072	male	East Asian Ancestry	Japanese	JPT
GM19074	EAS	19074	female	East Asian Ancestry	Japanese	JPT
GM19075	EAS	19075	male	East Asian Ancestry	Japanese	JPT
GM19076	EAS	19076	male	East Asian Ancestry	Japanese	JPT
GM19077	EAS	19077	female	East Asian Ancestry	Japanese	JPT
GM19078	EAS	19078	female	East Asian Ancestry	Japanese	JPT
GM19079	EAS	19079	male	East Asian Ancestry	Japanese	JPT
GM19080	EAS	19080	female	East Asian Ancestry	Japanese	JPT
GM19081	EAS	19081	female	East Asian Ancestry	Japanese	JPT
GM19082	EAS	19082	male	East Asian Ancestry	Japanese	JPT
GM19083	EAS	19083	male	East Asian Ancestry	Japanese	JPT
GM19084	EAS	19084	female	East Asian Ancestry	Japanese	JPT
GM19085	EAS	19085	male	East Asian Ancestry	Japanese	JPT
GM19086	EAS	19086	male	East Asian Ancestry	Japanese	JPT
GM19087	EAS	19087	female	East Asian Ancestry	Japanese	JPT
GM19088	EAS	19088	male	East Asian Ancestry	Japanese	JPT
GM19089	EAS	19089	male	East Asian Ancestry	Japanese	JPT
GM19090	EAS	19090	female	East Asian Ancestry	Japanese	JPT
GM19091	EAS	19091	male	East Asian Ancestry	Japanese	JPT
GM18940	EAS	18940	male	"East Asia (SGDP),East Asian Ancestry"	"Japanese,Japanese"	JPT
HG01595	EAS	1595	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG01596	EAS	1596	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG01597	EAS	1597	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG01598	EAS	1598	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG01599	EAS	1599	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG01840	EAS	1840	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG01841	EAS	1841	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG01842	EAS	1842	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG01843	EAS	1843	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG01844	EAS	1844	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG01845	EAS	1845	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG01847	EAS	1847	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG01848	EAS	1848	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG01849	EAS	1849	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG01850	EAS	1850	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG01851	EAS	1851	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG01852	EAS	1852	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG01853	EAS	1853	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG01855	EAS	1855	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG01857	EAS	1857	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG01858	EAS	1858	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG01859	EAS	1859	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG01860	EAS	1860	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG01861	EAS	1861	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG01862	EAS	1862	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG01863	EAS	1863	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG01864	EAS	1864	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG01865	EAS	1865	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG01866	EAS	1866	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG01867	EAS	1867	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG01868	EAS	1868	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG01869	EAS	1869	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG01870	EAS	1870	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG01871	EAS	1871	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG01872	EAS	1872	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG01873	EAS	1873	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG01874	EAS	1874	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG01878	EAS	1878	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02015	EAS	2015	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02016	EAS	2016	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02017	EAS	2017	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02018	EAS	2018	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02019	EAS	2019	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02020	EAS	2020	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02023	EAS	2023	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02024	EAS	2024	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02025	EAS	2025	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02026	EAS	2026	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02027	EAS	2027	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02028	EAS	2028	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02029	EAS	2029	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02030	EAS	2030	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02031	EAS	2031	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02032	EAS	2032	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02035	EAS	2035	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02040	EAS	2040	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02047	EAS	2047	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02048	EAS	2048	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02049	EAS	2049	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02050	EAS	2050	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02056	EAS	2056	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02057	EAS	2057	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02058	EAS	2058	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02059	EAS	2059	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02060	EAS	2060	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02061	EAS	2061	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02064	EAS	2064	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02067	EAS	2067	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02068	EAS	2068	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02069	EAS	2069	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02070	EAS	2070	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02071	EAS	2071	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02072	EAS	2072	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02073	EAS	2073	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02074	EAS	2074	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02075	EAS	2075	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02076	EAS	2076	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02077	EAS	2077	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02078	EAS	2078	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02079	EAS	2079	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02080	EAS	2080	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02081	EAS	2081	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02082	EAS	2082	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02083	EAS	2083	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02084	EAS	2084	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02085	EAS	2085	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02086	EAS	2086	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02087	EAS	2087	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02088	EAS	2088	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02113	EAS	2113	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02116	EAS	2116	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02120	EAS	2120	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02121	EAS	2121	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02122	EAS	2122	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02126	EAS	2126	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02127	EAS	2127	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02128	EAS	2128	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02129	EAS	2129	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02130	EAS	2130	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02131	EAS	2131	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02132	EAS	2132	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02133	EAS	2133	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02134	EAS	2134	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02135	EAS	2135	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02136	EAS	2136	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02137	EAS	2137	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02138	EAS	2138	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02139	EAS	2139	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02140	EAS	2140	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02141	EAS	2141	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02142	EAS	2142	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02512	EAS	2512	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02513	EAS	2513	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02514	EAS	2514	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02521	EAS	2521	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02522	EAS	2522	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02523	EAS	2523	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02524	EAS	2524	male	East Asian Ancestry	Kinh Vietnamese	KHV
HG02525	EAS	2525	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG02526	EAS	2526	female	East Asian Ancestry	Kinh Vietnamese	KHV
HG01600	EAS	1600	female	"East Asia (SGDP),East Asian Ancestry"	"Kinh,Kinh Vietnamese"	KHV
HG01846	EAS	1846	male	"East Asia (SGDP),East Asian Ancestry"	"Kinh,Kinh Vietnamese"	KHV
GM19431	AFR	19431	female	African Ancestry	Luhya	LWK
GM19443	AFR	19443	male	African Ancestry	Luhya	LWK
GM19454	AFR	19454	male	African Ancestry	Luhya	LWK
GM19471	AFR	19471	female	African Ancestry	Luhya	LWK
GM19473	AFR	19473	female	African Ancestry	Luhya	LWK
GM19017	AFR	19017	female	African Ancestry	Luhya	LWK
GM19019	AFR	19019	female	African Ancestry	Luhya	LWK
GM19020	AFR	19020	male	African Ancestry	Luhya	LWK
GM19024	AFR	19024	female	African Ancestry	Luhya	LWK
GM19025	AFR	19025	male	African Ancestry	Luhya	LWK
GM19026	AFR	19026	male	African Ancestry	Luhya	LWK
GM19027	AFR	19027	male	African Ancestry	Luhya	LWK
GM19028	AFR	19028	male	African Ancestry	Luhya	LWK
GM19030	AFR	19030	female	African Ancestry	Luhya	LWK
GM19031	AFR	19031	male	African Ancestry	Luhya	LWK
GM19035	AFR	19035	male	African Ancestry	Luhya	LWK
GM19036	AFR	19036	female	African Ancestry	Luhya	LWK
GM19037	AFR	19037	female	African Ancestry	Luhya	LWK
GM19038	AFR	19038	female	African Ancestry	Luhya	LWK
GM19041	AFR	19041	male	African Ancestry	Luhya	LWK
GM19042	AFR	19042	female	African Ancestry	Luhya	LWK
GM19043	AFR	19043	male	African Ancestry	Luhya	LWK
GM19307	AFR	19307	male	African Ancestry	Luhya	LWK
GM19308	AFR	19308	male	African Ancestry	Luhya	LWK
GM19309	AFR	19309	male	African Ancestry	Luhya	LWK
GM19310	AFR	19310	female	African Ancestry	Luhya	LWK
GM19312	AFR	19312	male	African Ancestry	Luhya	LWK
GM19314	AFR	19314	female	African Ancestry	Luhya	LWK
GM19315	AFR	19315	female	African Ancestry	Luhya	LWK
GM19316	AFR	19316	female	African Ancestry	Luhya	LWK
GM19317	AFR	19317	male	African Ancestry	Luhya	LWK
GM19318	AFR	19318	male	African Ancestry	Luhya	LWK
GM19319	AFR	19319	male	African Ancestry	Luhya	LWK
GM19320	AFR	19320	female	African Ancestry	Luhya	LWK
GM19321	AFR	19321	female	African Ancestry	Luhya	LWK
GM19323	AFR	19323	female	African Ancestry	Luhya	LWK
GM19324	AFR	19324	female	African Ancestry	Luhya	LWK
GM19327	AFR	19327	female	African Ancestry	Luhya	LWK
GM19328	AFR	19328	female	African Ancestry	Luhya	LWK
GM19331	AFR	19331	male	African Ancestry	Luhya	LWK
GM19332	AFR	19332	female	African Ancestry	Luhya	LWK
GM19334	AFR	19334	male	African Ancestry	Luhya	LWK
GM19338	AFR	19338	female	African Ancestry	Luhya	LWK
GM19346	AFR	19346	male	African Ancestry	Luhya	LWK
GM19347	AFR	19347	male	African Ancestry	Luhya	LWK
GM19350	AFR	19350	male	African Ancestry	Luhya	LWK
GM19351	AFR	19351	female	African Ancestry	Luhya	LWK
GM19355	AFR	19355	female	African Ancestry	Luhya	LWK
GM19360	AFR	19360	male	African Ancestry	Luhya	LWK
GM19372	AFR	19372	male	African Ancestry	Luhya	LWK
GM19374	AFR	19374	male	African Ancestry	Luhya	LWK
GM19375	AFR	19375	male	African Ancestry	Luhya	LWK
GM19376	AFR	19376	male	African Ancestry	Luhya	LWK
GM19377	AFR	19377	female	African Ancestry	Luhya	LWK
GM19378	AFR	19378	female	African Ancestry	Luhya	LWK
GM19379	AFR	19379	female	African Ancestry	Luhya	LWK
GM19380	AFR	19380	male	African Ancestry	Luhya	LWK
GM19383	AFR	19383	male	African Ancestry	Luhya	LWK
GM19384	AFR	19384	male	African Ancestry	Luhya	LWK
GM19385	AFR	19385	male	African Ancestry	Luhya	LWK
GM19390	AFR	19390	female	African Ancestry	Luhya	LWK
GM19391	AFR	19391	female	African Ancestry	Luhya	LWK
GM19393	AFR	19393	male	African Ancestry	Luhya	LWK
GM19394	AFR	19394	male	African Ancestry	Luhya	LWK
GM19395	AFR	19395	female	African Ancestry	Luhya	LWK
GM19397	AFR	19397	male	African Ancestry	Luhya	LWK
GM19399	AFR	19399	female	African Ancestry	Luhya	LWK
GM19401	AFR	19401	female	African Ancestry	Luhya	LWK
GM19403	AFR	19403	female	African Ancestry	Luhya	LWK
GM19404	AFR	19404	female	African Ancestry	Luhya	LWK
GM19428	AFR	19428	male	African Ancestry	Luhya	LWK
GM19429	AFR	19429	male	African Ancestry	Luhya	LWK
GM19430	AFR	19430	male	African Ancestry	Luhya	LWK
GM19434	AFR	19434	female	African Ancestry	Luhya	LWK
GM19435	AFR	19435	female	African Ancestry	Luhya	LWK
GM19436	AFR	19436	female	African Ancestry	Luhya	LWK
GM19437	AFR	19437	female	African Ancestry	Luhya	LWK
GM19438	AFR	19438	female	African Ancestry	Luhya	LWK
GM19439	AFR	19439	female	African Ancestry	Luhya	LWK
GM19440	AFR	19440	female	African Ancestry	Luhya	LWK
GM19445	AFR	19445	female	African Ancestry	Luhya	LWK
GM19446	AFR	19446	female	African Ancestry	Luhya	LWK
GM19448	AFR	19448	male	African Ancestry	Luhya	LWK
GM19449	AFR	19449	female	African Ancestry	Luhya	LWK
GM19451	AFR	19451	male	African Ancestry	Luhya	LWK
GM19452	AFR	19452	male	African Ancestry	Luhya	LWK
GM19455	AFR	19455	male	African Ancestry	Luhya	LWK
GM19456	AFR	19456	female	African Ancestry	Luhya	LWK
GM19457	AFR	19457	female	African Ancestry	Luhya	LWK
GM19461	AFR	19461	male	African Ancestry	Luhya	LWK
GM19462	AFR	19462	female	African Ancestry	Luhya	LWK
GM19463	AFR	19463	female	African Ancestry	Luhya	LWK
GM19466	AFR	19466	male	African Ancestry	Luhya	LWK
GM19467	AFR	19467	female	African Ancestry	Luhya	LWK
GM19468	AFR	19468	female	African Ancestry	Luhya	LWK
GM19472	AFR	19472	female	African Ancestry	Luhya	LWK
GM19474	AFR	19474	female	African Ancestry	Luhya	LWK
GM19475	AFR	19475	female	African Ancestry	Luhya	LWK
GM19023	AFR	19023	female	"African Ancestry,Africa (SGDP)"	"Luhya,Luhya"	LWK
HG03052	AFR	3052	female	African Ancestry	Mende	MSL
HG03054	AFR	3054	male	African Ancestry	Mende	MSL
HG03055	AFR	3055	female	African Ancestry	Mende	MSL
HG03056	AFR	3056	male	African Ancestry	Mende	MSL
HG03057	AFR	3057	male	African Ancestry	Mende	MSL
HG03058	AFR	3058	female	African Ancestry	Mende	MSL
HG03060	AFR	3060	male	African Ancestry	Mende	MSL
HG03061	AFR	3061	female	African Ancestry	Mende	MSL
HG03063	AFR	3063	male	African Ancestry	Mende	MSL
HG03064	AFR	3064	female	African Ancestry	Mende	MSL
HG03065	AFR	3065	male	African Ancestry	Mende	MSL
HG03066	AFR	3066	male	African Ancestry	Mende	MSL
HG03069	AFR	3069	male	African Ancestry	Mende	MSL
HG03072	AFR	3072	male	African Ancestry	Mende	MSL
HG03073	AFR	3073	female	African Ancestry	Mende	MSL
HG03074	AFR	3074	male	African Ancestry	Mende	MSL
HG03076	AFR	3076	female	African Ancestry	Mende	MSL
HG03077	AFR	3077	male	African Ancestry	Mende	MSL
HG03079	AFR	3079	female	African Ancestry	Mende	MSL
HG03081	AFR	3081	male	African Ancestry	Mende	MSL
HG03082	AFR	3082	female	African Ancestry	Mende	MSL
HG03084	AFR	3084	male	African Ancestry	Mende	MSL
HG03086	AFR	3086	female	African Ancestry	Mende	MSL
HG03088	AFR	3088	female	African Ancestry	Mende	MSL
HG03091	AFR	3091	female	African Ancestry	Mende	MSL
HG03095	AFR	3095	female	African Ancestry	Mende	MSL
HG03096	AFR	3096	male	African Ancestry	Mende	MSL
HG03097	AFR	3097	female	African Ancestry	Mende	MSL
HG03098	AFR	3098	male	African Ancestry	Mende	MSL
HG03209	AFR	3209	male	African Ancestry	Mende	MSL
HG03212	AFR	3212	female	African Ancestry	Mende	MSL
HG03224	AFR	3224	male	African Ancestry	Mende	MSL
HG03225	AFR	3225	male	African Ancestry	Mende	MSL
HG03376	AFR	3376	male	African Ancestry	Mende	MSL
HG03378	AFR	3378	female	African Ancestry	Mende	MSL
HG03380	AFR	3380	female	African Ancestry	Mende	MSL
HG03382	AFR	3382	male	African Ancestry	Mende	MSL
HG03383	AFR	3383	female	African Ancestry	Mende	MSL
HG03385	AFR	3385	male	African Ancestry	Mende	MSL
HG03388	AFR	3388	male	African Ancestry	Mende	MSL
HG03391	AFR	3391	male	African Ancestry	Mende	MSL
HG03393	AFR	3393	female	African Ancestry	Mende	MSL
HG03394	AFR	3394	male	African Ancestry	Mende	MSL
HG03397	AFR	3397	male	African Ancestry	Mende	MSL
HG03398	AFR	3398	female	African Ancestry	Mende	MSL
HG03401	AFR	3401	female	African Ancestry	Mende	MSL
HG03408	AFR	3408	male	African Ancestry	Mende	MSL
HG03410	AFR	3410	female	African Ancestry	Mende	MSL
HG03419	AFR	3419	female	African Ancestry	Mende	MSL
HG03428	AFR	3428	female	African Ancestry	Mende	MSL
HG03431	AFR	3431	female	African Ancestry	Mende	MSL
HG03432	AFR	3432	male	African Ancestry	Mende	MSL
HG03433	AFR	3433	male	African Ancestry	Mende	MSL
HG03436	AFR	3436	male	African Ancestry	Mende	MSL
HG03437	AFR	3437	female	African Ancestry	Mende	MSL
HG03438	AFR	3438	female	African Ancestry	Mende	MSL
HG03439	AFR	3439	male	African Ancestry	Mende	MSL
HG03442	AFR	3442	male	African Ancestry	Mende	MSL
HG03445	AFR	3445	male	African Ancestry	Mende	MSL
HG03446	AFR	3446	female	African Ancestry	Mende	MSL
HG03449	AFR	3449	female	African Ancestry	Mende	MSL
HG03451	AFR	3451	male	African Ancestry	Mende	MSL
HG03452	AFR	3452	female	African Ancestry	Mende	MSL
HG03453	AFR	3453	female	African Ancestry	Mende	MSL
HG03454	AFR	3454	male	African Ancestry	Mende	MSL
HG03455	AFR	3455	female	African Ancestry	Mende	MSL
HG03456	AFR	3456	male	African Ancestry	Mende	MSL
HG03457	AFR	3457	male	African Ancestry	Mende	MSL
HG03458	AFR	3458	female	African Ancestry	Mende	MSL
HG03460	AFR	3460	male	African Ancestry	Mende	MSL
HG03461	AFR	3461	female	African Ancestry	Mende	MSL
HG03464	AFR	3464	female	African Ancestry	Mende	MSL
HG03469	AFR	3469	male	African Ancestry	Mende	MSL
HG03470	AFR	3470	female	African Ancestry	Mende	MSL
HG03472	AFR	3472	male	African Ancestry	Mende	MSL
HG03473	AFR	3473	female	African Ancestry	Mende	MSL
HG03476	AFR	3476	female	African Ancestry	Mende	MSL
HG03478	AFR	3478	male	African Ancestry	Mende	MSL
HG03479	AFR	3479	female	African Ancestry	Mende	MSL
HG03480	AFR	3480	female	African Ancestry	Mende	MSL
HG03484	AFR	3484	male	African Ancestry	Mende	MSL
HG03485	AFR	3485	female	African Ancestry	Mende	MSL
HG03486	AFR	3486	female	African Ancestry	Mende	MSL
HG03547	AFR	3547	male	African Ancestry	Mende	MSL
HG03548	AFR	3548	female	African Ancestry	Mende	MSL
HG03556	AFR	3556	male	African Ancestry	Mende	MSL
HG03557	AFR	3557	female	African Ancestry	Mende	MSL
HG03558	AFR	3558	female	African Ancestry	Mende	MSL
HG03559	AFR	3559	male	African Ancestry	Mende	MSL
HG03563	AFR	3563	female	African Ancestry	Mende	MSL
HG03565	AFR	3565	male	African Ancestry	Mende	MSL
HG03567	AFR	3567	female	African Ancestry	Mende	MSL
HG03569	AFR	3569	female	African Ancestry	Mende	MSL
