Sample name	Superpop. code	Suffix	Sex	Superpop.	Subpop.	Subpop. Code
GM19625	AFR	19625	female	African Ancestry	African Ancestry SW	ASW
GM19700	AFR	19700	male	African Ancestry	African Ancestry SW	ASW
GM19701	AFR	19701	female	African Ancestry	African Ancestry SW	ASW
GM19702	AFR	19702	male	African Ancestry	African Ancestry SW	ASW
GM19703	AFR	19703	male	African Ancestry	African Ancestry SW	ASW
GM19704	AFR	19704	female	African Ancestry	African Ancestry SW	ASW
GM19705	AFR	19705	male	African Ancestry	African Ancestry SW	ASW
GM19707	AFR	19707	female	African Ancestry	African Ancestry SW	ASW
GM19711	AFR	19711	male	African Ancestry	African Ancestry SW	ASW
GM19712	AFR	19712	female	African Ancestry	African Ancestry SW	ASW
GM19713	AFR	19713	female	African Ancestry	African Ancestry SW	ASW
GM19818	AFR	19818	male	African Ancestry	African Ancestry SW	ASW
GM19819	AFR	19819	female	African Ancestry	African Ancestry SW	ASW
GM19828	AFR	19828	male	African Ancestry	African Ancestry SW	ASW
GM19834	AFR	19834	male	African Ancestry	African Ancestry SW	ASW
GM19835	AFR	19835	female	African Ancestry	African Ancestry SW	ASW
GM19836	AFR	19836	female	African Ancestry	African Ancestry SW	ASW
GM19900	AFR	19900	male	African Ancestry	African Ancestry SW	ASW
GM19901	AFR	19901	female	African Ancestry	African Ancestry SW	ASW
GM19902	AFR	19902	female	African Ancestry	African Ancestry SW	ASW
GM19904	AFR	19904	male	African Ancestry	African Ancestry SW	ASW
GM19908	AFR	19908	male	African Ancestry	African Ancestry SW	ASW
GM19909	AFR	19909	female	African Ancestry	African Ancestry SW	ASW
GM19913	AFR	19913	female	African Ancestry	African Ancestry SW	ASW
GM19914	AFR	19914	female	African Ancestry	African Ancestry SW	ASW
GM19916	AFR	19916	male	African Ancestry	African Ancestry SW	ASW
GM19917	AFR	19917	female	African Ancestry	African Ancestry SW	ASW
GM19918	AFR	19918	male	African Ancestry	African Ancestry SW	ASW
GM19919	AFR	19919	male	African Ancestry	African Ancestry SW	ASW
GM19920	AFR	19920	male	African Ancestry	African Ancestry SW	ASW
GM19921	AFR	19921	female	African Ancestry	African Ancestry SW	ASW
GM19922	AFR	19922	male	African Ancestry	African Ancestry SW	ASW
GM19923	AFR	19923	female	African Ancestry	African Ancestry SW	ASW
GM19924	AFR	19924	female	African Ancestry	African Ancestry SW	ASW
GM19982	AFR	19982	male	African Ancestry	African Ancestry SW	ASW
GM19983	AFR	19983	female	African Ancestry	African Ancestry SW	ASW
GM19984	AFR	19984	male	African Ancestry	African Ancestry SW	ASW
GM20126	AFR	20126	male	African Ancestry	African Ancestry SW	ASW
GM20127	AFR	20127	female	African Ancestry	African Ancestry SW	ASW
GM20128	AFR	20128	female	African Ancestry	African Ancestry SW	ASW
GM20129	AFR	20129	female	African Ancestry	African Ancestry SW	ASW
GM20274	AFR	20274	female	African Ancestry	African Ancestry SW	ASW
GM20276	AFR	20276	female	African Ancestry	African Ancestry SW	ASW
GM20278	AFR	20278	male	African Ancestry	African Ancestry SW	ASW
GM20279	AFR	20279	male	African Ancestry	African Ancestry SW	ASW
GM20281	AFR	20281	male	African Ancestry	African Ancestry SW	ASW
GM20282	AFR	20282	female	African Ancestry	African Ancestry SW	ASW
GM20287	AFR	20287	female	African Ancestry	African Ancestry SW	ASW
GM20289	AFR	20289	female	African Ancestry	African Ancestry SW	ASW
GM20291	AFR	20291	male	African Ancestry	African Ancestry SW	ASW
GM20294	AFR	20294	female	African Ancestry	African Ancestry SW	ASW
GM20296	AFR	20296	female	African Ancestry	African Ancestry SW	ASW
GM20298	AFR	20298	male	African Ancestry	African Ancestry SW	ASW
GM20299	AFR	20299	female	African Ancestry	African Ancestry SW	ASW
GM20314	AFR	20314	female	African Ancestry	African Ancestry SW	ASW
GM20317	AFR	20317	female	African Ancestry	African Ancestry SW	ASW
GM20318	AFR	20318	male	African Ancestry	African Ancestry SW	ASW
GM20320	AFR	20320	female	African Ancestry	African Ancestry SW	ASW
GM20321	AFR	20321	female	African Ancestry	African Ancestry SW	ASW
GM20332	AFR	20332	female	African Ancestry	African Ancestry SW	ASW
GM20334	AFR	20334	female	African Ancestry	African Ancestry SW	ASW
GM20339	AFR	20339	female	African Ancestry	African Ancestry SW	ASW
GM20340	AFR	20340	male	African Ancestry	African Ancestry SW	ASW
GM20342	AFR	20342	male	African Ancestry	African Ancestry SW	ASW
GM20346	AFR	20346	male	African Ancestry	African Ancestry SW	ASW
GM20348	AFR	20348	male	African Ancestry	African Ancestry SW	ASW
GM20351	AFR	20351	male	African Ancestry	African Ancestry SW	ASW
GM20355	AFR	20355	female	African Ancestry	African Ancestry SW	ASW
GM20356	AFR	20356	male	African Ancestry	African Ancestry SW	ASW
GM20357	AFR	20357	female	African Ancestry	African Ancestry SW	ASW
GM20358	AFR	20358	male	African Ancestry	African Ancestry SW	ASW
GM20359	AFR	20359	female	African Ancestry	African Ancestry SW	ASW
GM20362	AFR	20362	male	African Ancestry	African Ancestry SW	ASW
GM20412	AFR	20412	female	African Ancestry	African Ancestry SW	ASW
HG01879	AFR	1879	male	African Ancestry	African Caribbean	ACB
HG01880	AFR	1880	female	African Ancestry	African Caribbean	ACB
HG01881	AFR	1881	female	African Ancestry	African Caribbean	ACB
HG01882	AFR	1882	male	African Ancestry	African Caribbean	ACB
HG01883	AFR	1883	female	African Ancestry	African Caribbean	ACB
HG01884	AFR	1884	female	African Ancestry	African Caribbean	ACB
HG01885	AFR	1885	male	African Ancestry	African Caribbean	ACB
HG01886	AFR	1886	female	African Ancestry	African Caribbean	ACB
HG01887	AFR	1887	male	African Ancestry	African Caribbean	ACB
HG01888	AFR	1888	male	African Ancestry	African Caribbean	ACB
HG01889	AFR	1889	female	African Ancestry	African Caribbean	ACB
HG01890	AFR	1890	male	African Ancestry	African Caribbean	ACB
HG01891	AFR	1891	female	African Ancestry	African Caribbean	ACB
HG01894	AFR	1894	female	African Ancestry	African Caribbean	ACB
HG01895	AFR	1895	male	African Ancestry	African Caribbean	ACB
HG01896	AFR	1896	female	African Ancestry	African Caribbean	ACB
HG01897	AFR	1897	male	African Ancestry	African Caribbean	ACB
HG01912	AFR	1912	male	African Ancestry	African Caribbean	ACB
HG01914	AFR	1914	male	African Ancestry	African Caribbean	ACB
HG01915	AFR	1915	female	African Ancestry	African Caribbean	ACB
HG01916	AFR	1916	female	African Ancestry	African Caribbean	ACB
HG01956	AFR	1956	female	African Ancestry	African Caribbean	ACB
HG01958	AFR	1958	female	African Ancestry	African Caribbean	ACB
HG01959	AFR	1959	female	African Ancestry	African Caribbean	ACB
HG01960	AFR	1960	female	African Ancestry	African Caribbean	ACB
HG01985	AFR	1985	female	African Ancestry	African Caribbean	ACB
HG01986	AFR	1986	male	African Ancestry	African Caribbean	ACB
HG01987	AFR	1987	male	African Ancestry	African Caribbean	ACB
HG01988	AFR	1988	male	African Ancestry	African Caribbean	ACB
HG01989	AFR	1989	female	African Ancestry	African Caribbean	ACB
HG01990	AFR	1990	male	African Ancestry	African Caribbean	ACB
HG02009	AFR	2009	male	African Ancestry	African Caribbean	ACB
HG02010	AFR	2010	female	African Ancestry	African Caribbean	ACB
HG02011	AFR	2011	male	African Ancestry	African Caribbean	ACB
HG02012	AFR	2012	female	African Ancestry	African Caribbean	ACB
HG02013	AFR	2013	male	African Ancestry	African Caribbean	ACB
HG02014	AFR	2014	male	African Ancestry	African Caribbean	ACB
HG02051	AFR	2051	male	African Ancestry	African Caribbean	ACB
HG02052	AFR	2052	female	African Ancestry	African Caribbean	ACB
HG02053	AFR	2053	male	African Ancestry	African Caribbean	ACB
HG02054	AFR	2054	female	African Ancestry	African Caribbean	ACB
HG02055	AFR	2055	male	African Ancestry	African Caribbean	ACB
HG02095	AFR	2095	female	African Ancestry	African Caribbean	ACB
HG02107	AFR	2107	male	African Ancestry	African Caribbean	ACB
HG02108	AFR	2108	female	African Ancestry	African Caribbean	ACB
HG02111	AFR	2111	female	African Ancestry	African Caribbean	ACB
HG02143	AFR	2143	male	African Ancestry	African Caribbean	ACB
HG02144	AFR	2144	female	African Ancestry	African Caribbean	ACB
HG02145	AFR	2145	male	African Ancestry	African Caribbean	ACB
HG02255	AFR	2255	male	African Ancestry	African Caribbean	ACB
HG02256	AFR	2256	female	African Ancestry	African Caribbean	ACB
HG02257	AFR	2257	female	African Ancestry	African Caribbean	ACB
HG02258	AFR	2258	male	African Ancestry	African Caribbean	ACB
HG02280	AFR	2280	female	African Ancestry	African Caribbean	ACB
HG02281	AFR	2281	male	African Ancestry	African Caribbean	ACB
HG02282	AFR	2282	female	African Ancestry	African Caribbean	ACB
HG02283	AFR	2283	male	African Ancestry	African Caribbean	ACB
HG02284	AFR	2284	male	African Ancestry	African Caribbean	ACB
HG02307	AFR	2307	male	African Ancestry	African Caribbean	ACB
HG02308	AFR	2308	female	African Ancestry	African Caribbean	ACB
HG02309	AFR	2309	female	African Ancestry	African Caribbean	ACB
HG02314	AFR	2314	male	African Ancestry	African Caribbean	ACB
HG02315	AFR	2315	female	African Ancestry	African Caribbean	ACB
HG02316	AFR	2316	male	African Ancestry	African Caribbean	ACB
HG02317	AFR	2317	male	African Ancestry	African Caribbean	ACB
HG02318	AFR	2318	female	African Ancestry	African Caribbean	ACB
HG02321	AFR	2321	female	African Ancestry	African Caribbean	ACB
HG02322	AFR	2322	female	African Ancestry	African Caribbean	ACB
HG02323	AFR	2323	male	African Ancestry	African Caribbean	ACB
HG02325	AFR	2325	female	African Ancestry	African Caribbean	ACB
HG02330	AFR	2330	male	African Ancestry	African Caribbean	ACB
HG02332	AFR	2332	male	African Ancestry	African Caribbean	ACB
HG02334	AFR	2334	male	African Ancestry	African Caribbean	ACB
HG02337	AFR	2337	female	African Ancestry	African Caribbean	ACB
HG02339	AFR	2339	female	African Ancestry	African Caribbean	ACB
HG02343	AFR	2343	male	African Ancestry	African Caribbean	ACB
HG02419	AFR	2419	female	African Ancestry	African Caribbean	ACB
HG02420	AFR	2420	male	African Ancestry	African Caribbean	ACB
HG02427	AFR	2427	female	African Ancestry	African Caribbean	ACB
HG02429	AFR	2429	male	African Ancestry	African Caribbean	ACB
HG02433	AFR	2433	male	African Ancestry	African Caribbean	ACB
HG02439	AFR	2439	male	African Ancestry	African Caribbean	ACB
HG02442	AFR	2442	male	African Ancestry	African Caribbean	ACB
HG02445	AFR	2445	male	African Ancestry	African Caribbean	ACB
HG02449	AFR	2449	male	African Ancestry	African Caribbean	ACB
HG02450	AFR	2450	female	African Ancestry	African Caribbean	ACB
HG02451	AFR	2451	female	African Ancestry	African Caribbean	ACB
HG02455	AFR	2455	male	African Ancestry	African Caribbean	ACB
HG02470	AFR	2470	male	African Ancestry	African Caribbean	ACB
HG02471	AFR	2471	female	African Ancestry	African Caribbean	ACB
HG02476	AFR	2476	female	African Ancestry	African Caribbean	ACB
HG02477	AFR	2477	female	African Ancestry	African Caribbean	ACB
HG02479	AFR	2479	female	African Ancestry	African Caribbean	ACB
HG02481	AFR	2481	male	African Ancestry	African Caribbean	ACB
HG02484	AFR	2484	male	African Ancestry	African Caribbean	ACB
HG02485	AFR	2485	female	African Ancestry	African Caribbean	ACB
HG02489	AFR	2489	male	African Ancestry	African Caribbean	ACB
HG02496	AFR	2496	male	African Ancestry	African Caribbean	ACB
HG02497	AFR	2497	female	African Ancestry	African Caribbean	ACB
HG02501	AFR	2501	male	African Ancestry	African Caribbean	ACB
HG02502	AFR	2502	female	African Ancestry	African Caribbean	ACB
HG02505	AFR	2505	female	African Ancestry	African Caribbean	ACB
HG02508	AFR	2508	female	African Ancestry	African Caribbean	ACB
HG02511	AFR	2511	female	African Ancestry	African Caribbean	ACB
HG02536	AFR	2536	male	African Ancestry	African Caribbean	ACB
HG02537	AFR	2537	female	African Ancestry	African Caribbean	ACB
HG02541	AFR	2541	male	African Ancestry	African Caribbean	ACB
HG02545	AFR	2545	male	African Ancestry	African Caribbean	ACB
HG02546	AFR	2546	female	African Ancestry	African Caribbean	ACB
HG02549	AFR	2549	female	African Ancestry	African Caribbean	ACB
HG02554	AFR	2554	male	African Ancestry	African Caribbean	ACB
HG02555	AFR	2555	female	African Ancestry	African Caribbean	ACB
HG02557	AFR	2557	male	African Ancestry	African Caribbean	ACB
HG02558	AFR	2558	female	African Ancestry	African Caribbean	ACB
HG02577	AFR	2577	female	African Ancestry	African Caribbean	ACB
HG02580	AFR	2580	female	African Ancestry	African Caribbean	ACB
HG03008	SAS	3008	male	South Asian Ancestry	Bengali	BEB
HG03009	SAS	3009	male	South Asian Ancestry	Bengali	BEB
HG03012	SAS	3012	male	South Asian Ancestry	Bengali	BEB
HG03585	SAS	3585	male	South Asian Ancestry	Bengali	BEB
HG03589	SAS	3589	female	South Asian Ancestry	Bengali	BEB
HG03593	SAS	3593	male	South Asian Ancestry	Bengali	BEB
HG03594	SAS	3594	male	South Asian Ancestry	Bengali	BEB
HG03595	SAS	3595	female	South Asian Ancestry	Bengali	BEB
HG03596	SAS	3596	male	South Asian Ancestry	Bengali	BEB
HG03598	SAS	3598	female	South Asian Ancestry	Bengali	BEB
HG03600	SAS	3600	male	South Asian Ancestry	Bengali	BEB
HG03603	SAS	3603	male	South Asian Ancestry	Bengali	BEB
HG03604	SAS	3604	female	South Asian Ancestry	Bengali	BEB
HG03605	SAS	3605	female	South Asian Ancestry	Bengali	BEB
HG03606	SAS	3606	male	South Asian Ancestry	Bengali	BEB
HG03607	SAS	3607	female	South Asian Ancestry	Bengali	BEB
HG03611	SAS	3611	female	South Asian Ancestry	Bengali	BEB
HG03615	SAS	3615	male	South Asian Ancestry	Bengali	BEB
HG03616	SAS	3616	female	South Asian Ancestry	Bengali	BEB
HG03617	SAS	3617	female	South Asian Ancestry	Bengali	BEB
HG03793	SAS	3793	female	South Asian Ancestry	Bengali	BEB
HG03794	SAS	3794	male	South Asian Ancestry	Bengali	BEB
HG03795	SAS	3795	male	South Asian Ancestry	Bengali	BEB
HG03796	SAS	3796	female	South Asian Ancestry	Bengali	BEB
HG03797	SAS	3797	male	South Asian Ancestry	Bengali	BEB
HG03798	SAS	3798	male	South Asian Ancestry	Bengali	BEB
HG03799	SAS	3799	female	South Asian Ancestry	Bengali	BEB
HG03800	SAS	3800	male	South Asian Ancestry	Bengali	BEB
HG03801	SAS	3801	female	South Asian Ancestry	Bengali	BEB
HG03802	SAS	3802	female	South Asian Ancestry	Bengali	BEB
HG03803	SAS	3803	male	South Asian Ancestry	Bengali	BEB
HG03804	SAS	3804	female	South Asian Ancestry	Bengali	BEB
HG03805	SAS	3805	female	South Asian Ancestry	Bengali	BEB
HG03806	SAS	3806	male	South Asian Ancestry	Bengali	BEB
HG03807	SAS	3807	female	South Asian Ancestry	Bengali	BEB
HG03808	SAS	3808	female	South Asian Ancestry	Bengali	BEB
HG03809	SAS	3809	male	South Asian Ancestry	Bengali	BEB
HG03812	SAS	3812	male	South Asian Ancestry	Bengali	BEB
HG03814	SAS	3814	female	South Asian Ancestry	Bengali	BEB
HG03815	SAS	3815	male	South Asian Ancestry	Bengali	BEB
HG03816	SAS	3816	female	South Asian Ancestry	Bengali	BEB
HG03817	SAS	3817	female	South Asian Ancestry	Bengali	BEB
HG03821	SAS	3821	male	South Asian Ancestry	Bengali	BEB
HG03823	SAS	3823	female	South Asian Ancestry	Bengali	BEB
HG03824	SAS	3824	male	South Asian Ancestry	Bengali	BEB
HG03825	SAS	3825	female	South Asian Ancestry	Bengali	BEB
HG03826	SAS	3826	female	South Asian Ancestry	Bengali	BEB
HG03829	SAS	3829	female	South Asian Ancestry	Bengali	BEB
HG03830	SAS	3830	male	South Asian Ancestry	Bengali	BEB
HG03831	SAS	3831	female	South Asian Ancestry	Bengali	BEB
HG03832	SAS	3832	female	South Asian Ancestry	Bengali	BEB
HG03833	SAS	3833	male	South Asian Ancestry	Bengali	BEB
HG03834	SAS	3834	female	South Asian Ancestry	Bengali	BEB
HG03902	SAS	3902	male	South Asian Ancestry	Bengali	BEB
HG03904	SAS	3904	female	South Asian Ancestry	Bengali	BEB
HG03905	SAS	3905	male	South Asian Ancestry	Bengali	BEB
HG03906	SAS	3906	male	South Asian Ancestry	Bengali	BEB
HG03907	SAS	3907	female	South Asian Ancestry	Bengali	BEB
HG03908	SAS	3908	male	South Asian Ancestry	Bengali	BEB
HG03909	SAS	3909	male	South Asian Ancestry	Bengali	BEB
HG03910	SAS	3910	female	South Asian Ancestry	Bengali	BEB
HG03911	SAS	3911	male	South Asian Ancestry	Bengali	BEB
HG03913	SAS	3913	female	South Asian Ancestry	Bengali	BEB
HG03914	SAS	3914	male	South Asian Ancestry	Bengali	BEB
HG03915	SAS	3915	female	South Asian Ancestry	Bengali	BEB
HG03916	SAS	3916	female	South Asian Ancestry	Bengali	BEB
HG03917	SAS	3917	male	South Asian Ancestry	Bengali	BEB
HG03919	SAS	3919	female	South Asian Ancestry	Bengali	BEB
HG03920	SAS	3920	male	South Asian Ancestry	Bengali	BEB
HG03922	SAS	3922	female	South Asian Ancestry	Bengali	BEB
HG03925	SAS	3925	female	South Asian Ancestry	Bengali	BEB
HG03926	SAS	3926	male	South Asian Ancestry	Bengali	BEB
HG03927	SAS	3927	female	South Asian Ancestry	Bengali	BEB
HG03928	SAS	3928	female	South Asian Ancestry	Bengali	BEB
HG03929	SAS	3929	male	South Asian Ancestry	Bengali	BEB
HG03930	SAS	3930	female	South Asian Ancestry	Bengali	BEB
HG03931	SAS	3931	female	South Asian Ancestry	Bengali	BEB
HG03934	SAS	3934	female	South Asian Ancestry	Bengali	BEB
HG03937	SAS	3937	female	South Asian Ancestry	Bengali	BEB
HG03940	SAS	3940	female	South Asian Ancestry	Bengali	BEB
HG03941	SAS	3941	male	South Asian Ancestry	Bengali	BEB
HG03942	SAS	3942	male	South Asian Ancestry	Bengali	BEB
HG04131	SAS	4131	male	South Asian Ancestry	Bengali	BEB
HG04132	SAS	4132	female	South Asian Ancestry	Bengali	BEB
HG04133	SAS	4133	female	South Asian Ancestry	Bengali	BEB
HG04134	SAS	4134	male	South Asian Ancestry	Bengali	BEB
HG04135	SAS	4135	female	South Asian Ancestry	Bengali	BEB
HG04136	SAS	4136	female	South Asian Ancestry	Bengali	BEB
HG04140	SAS	4140	male	South Asian Ancestry	Bengali	BEB
HG04141	SAS	4141	female	South Asian Ancestry	Bengali	BEB
HG04142	SAS	4142	female	South Asian Ancestry	Bengali	BEB
HG04144	SAS	4144	female	South Asian Ancestry	Bengali	BEB
HG04146	SAS	4146	male	South Asian Ancestry	Bengali	BEB
HG04147	SAS	4147	female	South Asian Ancestry	Bengali	BEB
HG04148	SAS	4148	female	South Asian Ancestry	Bengali	BEB
HG04149	SAS	4149	male	South Asian Ancestry	Bengali	BEB
HG04150	SAS	4150	female	South Asian Ancestry	Bengali	BEB
HG04151	SAS	4151	female	South Asian Ancestry	Bengali	BEB
HG04152	SAS	4152	male	South Asian Ancestry	Bengali	BEB
HG04153	SAS	4153	female	South Asian Ancestry	Bengali	BEB
HG04155	SAS	4155	male	South Asian Ancestry	Bengali	BEB
HG04156	SAS	4156	female	South Asian Ancestry	Bengali	BEB
HG04157	SAS	4157	male	South Asian Ancestry	Bengali	BEB
HG04158	SAS	4158	male	South Asian Ancestry	Bengali	BEB
HG04159	SAS	4159	female	South Asian Ancestry	Bengali	BEB
HG04160	SAS	4160	male	South Asian Ancestry	Bengali	BEB
HG04161	SAS	4161	male	South Asian Ancestry	Bengali	BEB
HG04162	SAS	4162	female	South Asian Ancestry	Bengali	BEB
HG04164	SAS	4164	male	South Asian Ancestry	Bengali	BEB
HG04171	SAS	4171	female	South Asian Ancestry	Bengali	BEB
HG04173	SAS	4173	male	South Asian Ancestry	Bengali	BEB
HG04174	SAS	4174	female	South Asian Ancestry	Bengali	BEB
HG04175	SAS	4175	female	South Asian Ancestry	Bengali	BEB
HG04176	SAS	4176	male	South Asian Ancestry	Bengali	BEB
HG04177	SAS	4177	female	South Asian Ancestry	Bengali	BEB
HG04180	SAS	4180	female	South Asian Ancestry	Bengali	BEB
HG04182	SAS	4182	male	South Asian Ancestry	Bengali	BEB
HG04183	SAS	4183	female	South Asian Ancestry	Bengali	BEB
HG04184	SAS	4184	female	South Asian Ancestry	Bengali	BEB
HG04185	SAS	4185	male	South Asian Ancestry	Bengali	BEB
HG04186	SAS	4186	female	South Asian Ancestry	Bengali	BEB
HG04187	SAS	4187	male	South Asian Ancestry	Bengali	BEB
HG04188	SAS	4188	male	South Asian Ancestry	Bengali	BEB
HG04189	SAS	4189	female	South Asian Ancestry	Bengali	BEB
HG04191	SAS	4191	male	South Asian Ancestry	Bengali	BEB
HG04192	SAS	4192	female	South Asian Ancestry	Bengali	BEB
HG04193	SAS	4193	male	South Asian Ancestry	Bengali	BEB
HG04194	SAS	4194	male	South Asian Ancestry	Bengali	BEB
HG04195	SAS	4195	female	South Asian Ancestry	Bengali	BEB
HG03006	SAS	3006	male	"South Asia (SGDP),South Asian Ancestry"	"Bengali,Bengali"	BEB
HG03007	SAS	3007	female	"South Asia (SGDP),South Asian Ancestry"	"Bengali,Bengali"	BEB
HG00096	EUR	96	male	European Ancestry	British	GBR
HG00097	EUR	97	female	European Ancestry	British	GBR
HG00099	EUR	99	female	European Ancestry	British	GBR
HG00100	EUR	100	female	European Ancestry	British	GBR
HG00101	EUR	101	male	European Ancestry	British	GBR
HG00102	EUR	102	female	European Ancestry	British	GBR
HG00103	EUR	103	male	European Ancestry	British	GBR
HG00105	EUR	105	male	European Ancestry	British	GBR
HG00106	EUR	106	female	European Ancestry	British	GBR
HG00107	EUR	107	male	European Ancestry	British	GBR
HG00108	EUR	108	male	European Ancestry	British	GBR
HG00109	EUR	109	male	European Ancestry	British	GBR
HG00110	EUR	110	female	European Ancestry	British	GBR
HG00111	EUR	111	female	European Ancestry	British	GBR
HG00112	EUR	112	male	European Ancestry	British	GBR
HG00113	EUR	113	male	European Ancestry	British	GBR
HG00114	EUR	114	male	European Ancestry	British	GBR
HG00115	EUR	115	male	European Ancestry	British	GBR
HG00116	EUR	116	male	European Ancestry	British	GBR
HG00117	EUR	117	male	European Ancestry	British	GBR
HG00118	EUR	118	female	European Ancestry	British	GBR
HG00119	EUR	119	male	European Ancestry	British	GBR
HG00120	EUR	120	female	European Ancestry	British	GBR
HG00121	EUR	121	female	European Ancestry	British	GBR
HG00122	EUR	122	female	European Ancestry	British	GBR
HG00123	EUR	123	female	European Ancestry	British	GBR
HG00125	EUR	125	female	European Ancestry	British	GBR
HG00127	EUR	127	female	European Ancestry	British	GBR
HG00129	EUR	129	male	European Ancestry	British	GBR
HG00130	EUR	130	female	European Ancestry	British	GBR
HG00131	EUR	131	male	European Ancestry	British	GBR
HG00132	EUR	132	female	European Ancestry	British	GBR
HG00133	EUR	133	female	European Ancestry	British	GBR
HG00136	EUR	136	male	European Ancestry	British	GBR
HG00137	EUR	137	female	European Ancestry	British	GBR
HG00138	EUR	138	male	European Ancestry	British	GBR
HG00139	EUR	139	male	European Ancestry	British	GBR
HG00140	EUR	140	male	European Ancestry	British	GBR
HG00141	EUR	141	male	European Ancestry	British	GBR
HG00142	EUR	142	male	European Ancestry	British	GBR
HG00143	EUR	143	male	European Ancestry	British	GBR
HG00145	EUR	145	male	European Ancestry	British	GBR
HG00146	EUR	146	female	European Ancestry	British	GBR
HG00148	EUR	148	male	European Ancestry	British	GBR
HG00149	EUR	149	male	European Ancestry	British	GBR
HG00150	EUR	150	female	European Ancestry	British	GBR
HG00151	EUR	151	male	European Ancestry	British	GBR
HG00154	EUR	154	female	European Ancestry	British	GBR
HG00155	EUR	155	male	European Ancestry	British	GBR
HG00157	EUR	157	male	European Ancestry	British	GBR
HG00158	EUR	158	female	European Ancestry	British	GBR
HG00159	EUR	159	male	European Ancestry	British	GBR
HG00160	EUR	160	male	European Ancestry	British	GBR
HG00231	EUR	231	female	European Ancestry	British	GBR
HG00232	EUR	232	female	European Ancestry	British	GBR
HG00233	EUR	233	female	European Ancestry	British	GBR
HG00234	EUR	234	male	European Ancestry	British	GBR
HG00235	EUR	235	female	European Ancestry	British	GBR
HG00236	EUR	236	female	European Ancestry	British	GBR
HG00237	EUR	237	female	European Ancestry	British	GBR
HG00238	EUR	238	female	European Ancestry	British	GBR
HG00239	EUR	239	female	European Ancestry	British	GBR
HG00240	EUR	240	female	European Ancestry	British	GBR
HG00242	EUR	242	male	European Ancestry	British	GBR
HG00243	EUR	243	male	European Ancestry	British	GBR
HG00244	EUR	244	male	European Ancestry	British	GBR
HG00245	EUR	245	female	European Ancestry	British	GBR
HG00246	EUR	246	male	European Ancestry	British	GBR
HG00250	EUR	250	female	European Ancestry	British	GBR
HG00251	EUR	251	male	European Ancestry	British	GBR
HG00252	EUR	252	male	European Ancestry	British	GBR
HG00253	EUR	253	female	European Ancestry	British	GBR
HG00254	EUR	254	female	European Ancestry	British	GBR
HG00255	EUR	255	female	European Ancestry	British	GBR
HG00256	EUR	256	male	European Ancestry	British	GBR
HG00257	EUR	257	female	European Ancestry	British	GBR
HG00258	EUR	258	female	European Ancestry	British	GBR
HG00259	EUR	259	female	European Ancestry	British	GBR
HG00260	EUR	260	male	European Ancestry	British	GBR
HG00261	EUR	261	female	European Ancestry	British	GBR
HG00262	EUR	262	female	European Ancestry	British	GBR
HG00263	EUR	263	female	European Ancestry	British	GBR
HG00264	EUR	264	male	European Ancestry	British	GBR
HG00265	EUR	265	male	European Ancestry	British	GBR
HG01334	EUR	1334	male	European Ancestry	British	GBR
HG01789	EUR	1789	male	European Ancestry	British	GBR
HG01790	EUR	1790	female	European Ancestry	British	GBR
HG01791	EUR	1791	male	European Ancestry	British	GBR
HG02215	EUR	2215	female	European Ancestry	British	GBR
HG00126	EUR	126	male	"European Ancestry,West Eurasia (SGDP)"	"British,English"	GBR
HG00128	EUR	128	female	"European Ancestry,West Eurasia (SGDP)"	"British,English"	GBR
GM06984	EUR	6984	male	European Ancestry	CEPH	CEU
GM06985	EUR	6985	female	European Ancestry	CEPH	CEU
GM06986	EUR	6986	male	European Ancestry	CEPH	CEU
GM06989	EUR	6989	female	European Ancestry	CEPH	CEU
GM06991	EUR	6991	female	European Ancestry	CEPH	CEU
GM06993	EUR	6993	male	European Ancestry	CEPH	CEU
GM06994	EUR	6994	male	European Ancestry	CEPH	CEU
GM06995	EUR	6995	male	European Ancestry	CEPH	CEU
GM06997	EUR	6997	female	European Ancestry	CEPH	CEU
GM07000	EUR	7000	female	European Ancestry	CEPH	CEU
GM07014	EUR	7014	female	European Ancestry	CEPH	CEU
GM07019	EUR	7019	female	European Ancestry	CEPH	CEU
GM07022	EUR	7022	male	European Ancestry	CEPH	CEU
GM07029	EUR	7029	male	European Ancestry	CEPH	CEU
GM07031	EUR	7031	female	European Ancestry	CEPH	CEU
GM07034	EUR	7034	male	European Ancestry	CEPH	CEU
GM07037	EUR	7037	female	European Ancestry	CEPH	CEU
GM07045	EUR	7045	female	European Ancestry	CEPH	CEU
GM07048	EUR	7048	male	European Ancestry	CEPH	CEU
GM07051	EUR	7051	male	European Ancestry	CEPH	CEU
GM07055	EUR	7055	female	European Ancestry	CEPH	CEU
GM07056	EUR	7056	female	European Ancestry	CEPH	CEU
GM07345	EUR	7345	female	European Ancestry	CEPH	CEU
GM07346	EUR	7346	female	European Ancestry	CEPH	CEU
GM07347	EUR	7347	male	European Ancestry	CEPH	CEU
GM07348	EUR	7348	female	European Ancestry	CEPH	CEU
GM07349	EUR	7349	male	European Ancestry	CEPH	CEU
GM07357	EUR	7357	male	European Ancestry	CEPH	CEU
GM07435	EUR	7435	male	European Ancestry	CEPH	CEU
GM10830	EUR	10830	male	European Ancestry	CEPH	CEU
GM10831	EUR	10831	female	European Ancestry	CEPH	CEU
GM10835	EUR	10835	male	European Ancestry	CEPH	CEU
